ROI,PN,Brush (2 of 3),VF0.16 (any),VF2.0 (any),AirPuff (2of3),Cold (any),Heat (Any),Cut. Input
449.098,,0,0,1,0,1,0,1
449.099,,0,0,0,0,0,0,0
449.100,,0,0,0,0,0,0,0
449.101,,0,0,0,0,0,0,0
449.102,,0,0,0,0,0,0,0
449.103,1,0,0,0,0,0,0,1
449.104,,0,1,0,0,0,1,1
449.105,,0,0,0,0,0,0,0
449.106,,0,0,0,0,0,0,0
449.107,,0,0,0,0,0,0,0
449.108,,0,0,0,0,0,0,0
449.109,,0,0,0,0,0,0,0
449.110,,0,0,0,0,0,0,0
449.111,,0,0,0,0,0,0,0
449.112,,0,0,1,0,0,0,1
449.113,,0,0,0,0,0,0,0
449.114,,0,0,0,0,0,0,1
449.115,,0,0,0,0,0,0,0
449.116,,0,0,0,0,0,0,0
449.117,,0,0,0,0,0,0,1
449.118,,0,0,1,0,0,1,1
449.119,,0,0,0,0,0,1,1
449.120,,0,0,0,0,0,0,0
449.121,,0,0,0,0,0,0,0
449.122,,0,0,0,0,0,0,0
449.123,,0,0,0,0,0,0,1
449.124,,0,0,0,0,0,0,0
449.125,,0,0,0,0,0,0,0
449.126,,0,0,0,0,0,0,0
449.127,,0,0,0,0,0,0,0
449.128,,0,0,0,0,0,1,1
449.129,,0,1,1,1,0,1,1
449.130,,0,0,0,0,0,1,1
449.131,,0,1,0,0,0,1,1
449.132,,0,0,1,0,0,1,1
449.133,,0,1,0,0,0,0,1
449.134,,0,0,0,0,0,1,1
449.135,,0,1,1,0,0,1,1
449.136,,0,0,1,0,0,0,1
449.137,,0,0,0,0,0,0,1
449.138,,0,0,0,0,0,0,1
449.139,,0,0,0,0,0,0,1
449.140,,0,1,1,0,0,0,1
449.141,,0,0,0,0,0,0,0
449.142,,0,0,0,0,0,0,1
449.143,,0,0,0,0,0,0,1
449.144,,0,0,0,0,0,0,1
449.145,,0,0,0,0,0,0,1
449.146,,0,1,0,0,1,1,1
449.147,,0,0,0,0,0,0,1
449.148,,0,0,1,0,0,0,1
449.149,,0,1,0,0,0,0,1
449.150,,0,0,0,0,0,0,0
449.151,,0,0,0,0,1,0,1
449.152,,0,0,1,0,0,0,1
449.155,,0,0,0,0,0,0,0
449.156,,0,1,0,0,0,0,1
449.157,,0,1,1,0,0,1,1
449.158,,0,1,0,0,0,1,1
449.159,,0,1,1,0,0,0,1
449.160,,0,1,0,0,0,0,1
449.161,,0,0,0,0,0,0,1
449.162,,0,1,1,0,0,0,1
449.163,,0,1,1,0,0,0,1
449.164,,0,1,1,1,0,0,1
449.165,,0,1,0,0,0,0,1
449.166,,0,0,1,0,0,0,1
449.167,,0,1,0,0,1,0,1
449.168,,0,1,0,1,0,0,1
449.169,,1,0,0,0,0,0,1
449.170,,0,0,0,0,0,0,0
449.171,,0,0,0,0,0,0,0
449.172,,0,1,0,0,0,0,1
449.174,,0,1,0,0,0,0,1
449.175,,0,0,1,0,0,0,1
449.176,,0,1,0,0,0,0,1
449.177,,0,0,0,0,0,1,1
449.179,,0,1,1,0,0,0,1
449.180,,0,0,0,0,0,0,1
449.181,,0,0,0,0,0,0,0
449.184,,1,0,1,0,0,1,1
449.185,,0,0,0,0,0,1,1
449.188,,0,0,0,0,0,0,0
449.190,,0,0,0,0,0,0,0
449.191,,0,1,0,0,0,0,1
449.192,,0,1,1,0,0,0,1
449.193,,0,0,0,0,0,1,1
449.194,,1,1,0,0,0,1,1
449.195,,0,0,0,0,0,0,0
449.196,,0,0,1,0,0,0,1
449.197,,0,1,0,0,0,0,1
449.198,,0,1,0,0,0,0,1
449.199,,0,0,0,0,0,0,1
449.200,,0,1,0,0,0,0,1
449.201,,0,1,1,0,0,0,1
449.203,,0,0,0,0,0,0,1
449.204,,0,1,1,0,0,0,1
449.205,,0,1,0,0,0,0,1
449.206,,0,0,0,0,0,0,0
449.207,,0,0,0,0,0,1,1
449.208,,0,0,0,0,0,0,1
449.209,,0,0,0,0,0,0,1
449.210,,0,1,1,0,1,0,1
449.211,,0,0,0,0,0,0,1
449.212,,0,0,0,0,0,0,1
449.213,,0,0,0,0,0,0,1
449.214,,0,0,0,0,0,0,0
449.215,,0,0,0,0,0,0,1
449.216,,0,0,0,0,0,0,1
449.217,,0,0,1,0,0,0,1
449.218,,0,1,0,0,0,0,1
449.219,,0,0,0,0,0,0,1
449.220,,0,0,1,0,0,0,1
449.221,,1,1,1,0,0,0,1
449.222,,1,1,1,0,0,0,1
449.223,,0,0,1,0,0,0,1
449.224,,0,0,0,0,0,0,0
449.226,1,0,1,1,0,0,0,1
449.227,,0,1,1,0,0,0,1
449.228,,0,0,0,0,0,0,0
449.229,,0,1,0,0,0,0,1
449.230,,0,1,1,0,0,0,1
449.231,,0,0,1,0,0,0,1
449.232,,0,0,0,0,0,0,1
449.233,,0,0,0,0,0,0,1
449.234,,0,0,0,0,0,0,1
449.235,,0,0,0,0,0,0,1
449.236,,1,1,0,0,0,0,1
449.237,,0,1,0,0,0,0,1
449.238,,0,1,0,0,0,0,1
449.239,,0,1,1,0,0,0,1
449.240,,0,0,0,0,0,0,1
449.241,,0,1,0,0,0,1,1
449.242,,0,0,1,0,0,0,1
449.243,,0,0,0,0,0,0,1
449.244,,0,0,0,0,0,0,1
449.245,,0,1,0,0,0,0,1
449.246,,0,0,0,0,0,0,1
449.247,,0,0,0,0,0,0,1
449.248,,0,1,1,0,0,0,1
449.249,,0,1,0,0,0,0,1
449.250,,0,0,0,0,0,0,1
449.251,,0,0,0,0,0,0,1
449.252,,0,1,0,0,0,0,1
449.253,,0,0,0,0,0,0,1
449.254,,0,1,1,0,0,0,1
449.255,,0,0,0,0,0,0,1
449.256,,0,0,0,0,0,0,1
449.257,,0,1,0,0,0,0,1
449.258,,0,0,1,0,0,0,1
449.259,,0,0,1,0,0,0,1
449.260,,1,0,1,0,0,0,1
449.261,,0,0,0,0,0,0,1
449.262,,0,0,0,0,0,0,1
449.263,,0,0,0,0,0,0,1
449.264,,0,1,1,0,0,0,1
449.265,,0,1,1,0,0,0,1
449.266,,0,0,1,0,0,0,1
449.267,,0,0,1,0,0,0,1
449.268,,0,0,0,0,0,0,1
449.270,,0,0,0,0,0,0,1
449.271,,0,0,1,0,0,0,1
449.272,,0,1,0,0,0,0,1
449.273,,0,0,0,0,0,0,1
449.274,,0,0,0,0,0,0,0
449.275,,0,0,1,0,0,0,1
449.276,,0,0,1,0,0,0,1
449.277,,0,0,0,0,0,0,0
449.278,,0,0,1,0,0,0,1
449.279,,1,0,1,0,0,0,1
449.280,,0,0,1,0,0,0,1
449.281,,0,0,1,0,0,0,1
449.282,,0,0,1,0,0,0,1
449.283,,0,0,0,0,0,0,0
449.284,,0,0,0,0,0,1,1
449.285,,0,0,0,0,0,0,1
449.286,,0,1,1,0,0,1,1
449.287,,0,1,0,0,0,0,1
449.288,,0,0,0,0,0,0,0
449.289,,1,0,1,0,0,0,1
449.290,,0,0,1,0,0,0,1
449.291,,0,0,1,0,0,0,1
449.292,,0,1,1,0,1,1,1
449.294,,0,0,0,0,0,0,1
449.295,,0,0,0,0,0,0,0
449.296,,0,1,1,0,0,1,1
449.297,,0,0,1,0,0,0,1
449.299,,0,0,1,0,0,0,1
449.300,,0,1,1,0,1,0,1
449.301,,0,0,0,0,0,0,1
449.302,,0,0,0,0,0,0,0
449.303,,0,0,0,0,0,0,0
449.304,,1,0,0,0,0,0,1
449.305,,0,0,0,0,0,0,1
449.306,,0,1,0,0,0,0,1
449.307,,0,1,0,0,0,0,1
449.308,,0,1,0,0,0,1,1
449.309,,0,0,0,0,0,0,0
449.311,,0,0,0,0,1,0,1
449.312,,0,0,0,0,0,0,0
449.313,,0,1,1,0,0,0,1
449.316,,0,0,0,0,0,1,1
449.317,,0,1,0,0,0,0,1
449.318,,0,0,0,0,0,0,1
449.319,,0,1,1,0,0,0,1
449.320,,0,0,0,0,0,0,1
449.321,,0,1,0,0,0,0,1
449.322,,1,1,1,0,0,0,1
449.323,,0,1,1,0,0,0,1
449.324,,0,0,0,0,0,0,0
449.325,,0,0,0,0,0,0,0
449.326,,0,0,0,0,0,0,1
449.327,,1,1,1,0,0,0,1
449.328,,0,0,0,0,0,0,0
449.329,,0,1,0,0,0,0,1
449.330,,0,0,0,0,0,0,0
449.331,,0,0,1,0,0,0,1
449.332,,0,0,0,0,0,0,1
449.333,,0,1,1,0,0,0,1
449.334,,0,0,0,0,0,0,0
449.335,,0,0,0,0,0,0,0
449.336,,0,0,0,0,0,0,0
449.337,,0,0,0,0,0,0,0
449.338,,0,0,0,0,0,0,0
449.339,,0,0,0,0,0,0,0
449.340,,0,0,0,0,0,0,0
449.341,,0,0,0,0,0,0,0
449.342,,0,0,0,0,0,0,0
449.343,,0,0,0,0,0,0,0
449.344,,0,0,0,0,0,0,0
449.345,,0,0,0,0,0,0,1
449.346,,0,0,0,0,0,0,0
449.347,,0,0,0,0,0,0,0
449.348,,0,1,0,0,0,0,1
449.349,,0,0,0,0,0,0,0
449.350,,0,0,0,0,0,0,1
449.351,,0,0,0,0,0,0,0
449.352,,0,1,0,0,0,0,1
449.353,,0,0,0,0,0,0,0
449.354,,0,0,0,0,0,0,0
449.355,,0,0,0,0,0,0,0
449.356,,0,1,0,0,0,0,1
449.357,,0,0,1,0,0,0,1
449.358,,0,0,0,0,0,0,0
449.359,,0,1,0,0,0,0,1
449.360,,0,0,0,0,0,0,1
449.361,,0,0,0,0,0,0,1
449.362,,0,0,0,0,0,0,1
449.363,,0,0,0,0,0,0,0
449.364,,0,0,1,0,0,0,1
449.366,,0,0,0,0,0,0,0
449.367,,0,0,0,0,0,0,0
449.368,,0,1,0,0,0,0,1
449.369,,0,0,0,0,0,0,1
449.370,,0,0,0,0,0,0,0
449.371,,0,0,0,0,0,0,1
449.372,,0,1,1,0,0,0,1
449.374,,0,1,0,0,0,1,1
449.375,,0,0,0,0,0,0,1
449.376,,0,0,1,0,0,0,1
449.377,,0,0,0,0,0,0,0
449.378,,0,1,1,0,0,0,1
449.379,,0,0,1,0,0,1,1
449.380,,0,0,0,0,0,0,1
449.381,,0,0,1,0,0,0,1
449.383,,0,0,0,0,0,0,0
449.385,,0,0,0,0,0,0,1
449.386,,0,0,0,0,0,0,0
449.387,,0,0,0,0,1,0,1
449.388,,0,0,0,0,0,0,0
449.391,,0,0,1,0,0,0,1
449.392,,0,0,0,0,0,0,0
449.393,,0,0,0,0,0,0,0
449.394,,0,0,0,0,0,0,0
449.395,,0,0,0,0,0,0,1
449.396,,0,0,0,0,0,0,1
449.397,,0,0,0,0,0,0,1
449.398,,0,0,0,0,0,0,1
449.399,,0,1,1,0,0,0,1
449.400,,0,1,0,0,0,0,1
449.401,,0,0,1,0,0,0,1
449.402,,0,0,1,0,0,0,1
449.403,,0,1,1,0,0,0,1
449.405,,0,0,0,0,0,0,1
449.406,,0,1,1,0,0,0,1
449.407,,0,1,1,0,0,0,1
449.408,,0,1,1,0,0,1,1
449.410,,0,0,1,0,0,0,1
449.412,,0,1,0,0,0,0,1
449.413,,0,0,0,0,0,0,1
449.414,1,0,0,1,0,0,0,1
449.416,,0,1,1,0,0,0,1
449.417,,0,0,1,0,0,0,1
449.418,,0,0,1,0,0,0,1
449.419,,0,0,0,0,0,0,0
449.420,,0,1,0,0,0,1,1
449.421,,0,1,0,0,0,0,1
449.422,,0,0,0,0,0,0,1
449.423,,0,0,1,0,0,0,1
449.424,,0,0,0,0,0,1,1
449.425,,0,1,1,0,0,0,1
449.426,,0,1,0,0,0,0,1
449.427,,0,0,1,0,0,0,1
449.428,,1,0,1,0,0,1,1
449.429,,0,0,0,0,0,0,0
449.430,,0,0,0,0,0,0,0
449.431,,0,1,0,0,0,0,1
449.432,,0,1,0,0,0,0,1
449.433,,0,0,1,0,0,0,1
449.434,,0,0,0,0,0,0,0
449.436,,0,0,0,0,0,0,1
449.437,,0,0,0,0,0,1,1
449.438,,0,0,0,0,0,0,0
449.439,,0,0,0,0,0,0,0
449.440,,0,0,0,0,0,0,0
449.441,,0,0,0,0,0,0,0
449.442,,0,0,0,0,0,0,0
449.443,,1,0,1,0,0,0,1
449.444,1,0,0,1,0,0,0,1
449.445,,0,0,1,0,0,0,1
449.446,,0,0,1,0,0,0,1
449.447,,0,0,0,0,0,0,0
449.448,,0,0,0,0,0,0,1
449.449,,0,1,1,0,0,0,1
449.450,,0,0,0,0,0,0,1
